HospitalID,categoryGER,categoryAUT,Department,beds,doctorsgeneral,doctorsspecial,nurses,numberofstays,averagestayduration,address
830,199,GGH,"Gynäkologie und Geburtshilfe",32,NaN,NaN,NaN,NaN,NaN,"Carinagasse 47, 6800 Feldkirch"
830,220,HNO,"Hals-, Nasen-, Ohrenheilkunde, Kopf- und Halschirurgie",36,NaN,NaN,NaN,NaN,NaN,"Carinagasse 47, 6800 Feldkirch"
830,930,AN,"IMCU Intermediate Care Unit",4,NaN,NaN,NaN,NaN,NaN,"Carinagasse 47, 6800 Feldkirch"
830,339,IM,"Innere Medizin – allgemein und Innere Maria Rast",152,NaN,NaN,NaN,NaN,NaN,"Carinagasse 47, 6800 Feldkirch"
830,570,NEU,"Institut für Akutneurologie und Schlaganfall (IANS)",4,NaN,NaN,NaN,NaN,NaN,"Carinagasse 47, 6800 Feldkirch"
830,369,KI,"Kinder- und Jugendheilkunde",24,NaN,NaN,NaN,NaN,NaN,"Carinagasse 47, 6800 Feldkirch"
830,510,ZMK,"Mund-, Kiefer- und Gesichtschirurgie",8,NaN,NaN,NaN,NaN,NaN,"Carinagasse 47, 6800 Feldkirch"
830,366,KI,"Neonatologie, Risikokinderbetreuung",6,NaN,NaN,NaN,NaN,NaN,"Carinagasse 47, 6800 Feldkirch"
830,329,IM,"Nephrologie und Dialyse",19,NaN,NaN,NaN,NaN,NaN,"Carinagasse 47, 6800 Feldkirch"
830,540,NC,"Neurochirurgie",17,NaN,NaN,NaN,NaN,NaN,"Carinagasse 47, 6800 Feldkirch"
830,630,STR/RAD,"Nuklearmedizin",4,NaN,NaN,NaN,NaN,NaN,"Carinagasse 47, 6800 Feldkirch"
830,699,OR,"Orthopädie",54,NaN,NaN,NaN,NaN,NaN,"Carinagasse 47, 6800 Feldkirch"
830,800,PCH,"Plastische, Ästhetische und Rekonstruktive Chirurgie",16,NaN,NaN,NaN,NaN,NaN,"Carinagasse 47, 6800 Feldkirch"
830,870,STR/RAD,"Radioonkologie - Strahlentherapie",15,NaN,NaN,NaN,NaN,NaN,"Carinagasse 47, 6800 Feldkirch"
830,166,UC,"Unfallchirurgie",72,NaN,NaN,NaN,NaN,NaN,"Carinagasse 47, 6800 Feldkirch"
830,900,URO,"Urologie",25,NaN,NaN,NaN,NaN,NaN,"Carinagasse 47, 6800 Feldkirch"
828,NaN,,"All",85,NaN,NaN,NaN,NaN,NaN,"Maria Ebene 17, 6820 Frastanz"
828,821,PSY,"Krankenhaus Maria Ebene",50,7,3,10,360,56,"Maria Ebene 17, 6820 Frastanz"
828,821,PSY,"Therapiestation Carina",15,1,0,5,65,150,"Maria Ebene 17, 6820 Frastanz"
828,821,PSY,"Therapiestation Lukasfeld",20,4,1,10,180,60,"Maria Ebene 17, 6820 Frastanz"
838,166,UC,"All",11,NaN,NaN,NaN,NaN,NaN,"Oberstubenbach 349, 6764 Lech"
940,NaN,,"All",128,NaN,NaN,NaN,NaN,NaN,"Donaueschingenstraße 13, 1200 Wien"
940,166,UC,"Unfallchirurgie",128,64,44,146,6368,6.8,"Donaueschingenstraße 13, 1200 Wien"
904,NaN,,"All",226,NaN,NaN,NaN,NaN,NaN,"Stumpergasse 13, 1060 Wien"
904,930,AN,"Abteilung f. Anästhesie und Intensivmedizin",8,13,11,NaN,612,2.8,"Stumpergasse 13, 1060 Wien"
904,169,CH,"Chirurgische Abteilung",59,29,22,NaN,4076,2.4,"Stumpergasse 13, 1060 Wien"
904,930,PAL,"Department f. Palliativmedizin - CS Hospiz Rennweg",12,4,NaN,NaN,277,13.9,"Stumpergasse 13, 1060 Wien"
904,323,IN CCU,"Herzüberwachung",6,1,1,NaN,651,3.2,"Stumpergasse 13, 1060 Wien"
904,323,IM,"I. Med. Abt. mit Kardiologie und Diabetologie",48,13,8,NaN,2815,5.1,"Stumpergasse 13, 1060 Wien"
904,316,IM,"II. Med. Abt., Gastroenterologie, Onkologie, Hepatologie",49,16,10,NaN,3689,3.5,"Stumpergasse 13, 1060 Wien"
904,339,IM,"III. Med. Abt., Innere Medizin und Psychosomatik",26,9,4,NaN,1685,6.1,"Stumpergasse 13, 1060 Wien"
904,900,URO,"Urologie",18,10,6,NaN,1629,2.6,"Stumpergasse 13, 1060 Wien"
908,NaN,,"All",268,NaN,NaN,NaN,NaN,NaN,"Hans-Sachs-Gasse 10-12, 1180 Wien"
908,169,CH,"Abteilung für Allgemeinchiurgie",44,13,7,19,2610,4,"Hans-Sachs-Gasse 10-12, 1180 Wien"
908,510,ZMK,"Abteilung für Mund-, Kiefer- und Gesichtschirurgie",6,2,2,1,82,1,"Hans-Sachs-Gasse 10-12, 1180 Wien"
908,930,AN,"Anästhesie und Intensivmedizin",8,10,9,22,915,1,"Hans-Sachs-Gasse 10-12, 1180 Wien"
908,120,TK AU,"Augenheilkunde - Tagesklinik",4,1,1,12,821,1,"Hans-Sachs-Gasse 10-12, 1180 Wien"
908,319,IM,"Interne Abteilung I (Hämato-, Onkologische Abteilung)",15,5,3,6,567,7,"Hans-Sachs-Gasse 10-12, 1180 Wien"
908,316,IM,"Interne Abteilung II (Gastroenterologische Abteilung)",15,5,3,7,1682,2,"Hans-Sachs-Gasse 10-12, 1180 Wien"
908,323,IM,"Interne Abteilung III (Angio-, Kardiologische Abteilung)",15,3,2,4,276,8,"Hans-Sachs-Gasse 10-12, 1180 Wien"
908,339,IM,"Interne Abteilung IV (Allgem. Interne Abteilung)",26,9,6,14,966,9,"Hans-Sachs-Gasse 10-12, 1180 Wien"
908,333,IM,"Interne Abteilung V (Rheumatologie)",15,4,3,5,376,7,"Hans-Sachs-Gasse 10-12, 1180 Wien"
908,570,NEU,"Neurologische Abteilung",40,9,8,13,858,9,"Hans-Sachs-Gasse 10-12, 1180 Wien"
908,699,OR,"Orthopädie und Rheumachirurgie",20,5,2,10,519,11,"Hans-Sachs-Gasse 10-12, 1180 Wien"
908,699,OR,"Orthopädie und Sportchirurgie",60,15,6,49,5648,5,"Hans-Sachs-Gasse 10-12, 1180 Wien"
915,NaN,,"All",169,NaN,NaN,NaN,NaN,NaN,"Nikolsdorfergasse 26-36, 1050 Wien"
915,340,AG/R,"Akutgeriatrie/Remobilisation (Interne)",26,3,1,12,385,20.56,"Nikolsdorfergasse 26-36, 1050 Wien"
915,169,CH,"Chirurgische Abteilung",46,10,8,20,4361,2.33,"Nikolsdorfergasse 26-36, 1050 Wien"
915,930,AN,"Institut für Anästhesiologie und Intensivmedizin",4,NaN,7,9,112,2.15,"Nikolsdorfergasse 26-36, 1050 Wien"
915,339,IM,"Interne Abteilung",89,15,11,31,4167,6.7,"Nikolsdorfergasse 26-36, 1050 Wien"
915,340,AG/R,"Tagesklinik AGR",4,NaN,NaN,1,88,12.53,"Nikolsdorfergasse 26-36, 1050 Wien"
912,NaN,,"All",455,NaN,NaN,NaN,NaN,NaN,"Heinrich-Collin-Straße 30, 1140 Wien"
912,699,OR,"Abteilung für Orthopädie und Traumatologie",51,21,18,43,2326,5,"Heinrich-Collin-Straße 30, 1140 Wien"
912,930,AN,"Anästhesiologie und Intensivmedizin",8,32,30,39,289,8,"Heinrich-Collin-Straße 30, 1140 Wien"
912,120,AU,"Augenabteilung",20,17,11,26,14787,0,"Heinrich-Collin-Straße 30, 1140 Wien"
912,169,CH,"Chirurgische Abteilung",49,15,13,33,2327,5,"Heinrich-Collin-Straße 30, 1140 Wien"
912,193,GGH,"Gynäkologie",20,13,10,22,2325,2,"Heinrich-Collin-Straße 30, 1140 Wien"
912,220,HNO,"Hals-Nasen-Ohren Abteilung",26,11,10,20,1563,2,"Heinrich-Collin-Straße 30, 1140 Wien"
912,323,IN CCU,"Herzüberwachung",7,NaN,NaN,18,638,2,"Heinrich-Collin-Straße 30, 1140 Wien"
912,316,IM,"I. Medizinische Abteilung A (Gastroenterologie und Diabetologie) mit Nephrologiedepartement",51,26,20,75,2296,6,"Heinrich-Collin-Straße 30, 1140 Wien"
912,339,IM,"I. Medizinische Abteilung B(Geriatrie,Lungendepartement,Rheumatologie,Endokrinologie,Osteologie,Rehabilitation,Aufnahmestation))",74,24,19,56,2557,5,"Heinrich-Collin-Straße 30, 1140 Wien"
912,323,IM,"II. Medizinische Abteilung (Herz- und Kreislauferkrankungen)",69,21,13,47,2256,6,"Heinrich-Collin-Straße 30, 1140 Wien"
912,319,IM,"III. Medizinische Abteilung für Hämatologie und Onkologie",53,20,18,47,5368,2,"Heinrich-Collin-Straße 30, 1140 Wien"
912,900,URO,"Urologische Abteilung",26,10,8,19,1430,3,"Heinrich-Collin-Straße 30, 1140 Wien"
903,NaN,,"All",411,NaN,NaN,NaN,NaN,NaN,"Johannes von Gott Platz 1, 1020 Wien"
903,220,HNO,"Abt. für HNO-Krankheiten & Phoniatrie",23,12,8,8,1894,3.24,"Johannes von Gott Platz 1, 1020 Wien"
903,340,AG/R,"Akutgeriatrie/Remobilisation (Neurologie)",23,4,3,10,473,16.65,"Johannes von Gott Platz 1, 1020 Wien"
903,930,AN,"Anästhesiologie",10,21,15,3,1278,1.79,"Johannes von Gott Platz 1, 1020 Wien"
903,120,AU,"Augenabteilung",42,17,11,9,9333,1.2,"Johannes von Gott Platz 1, 1020 Wien"
903,169,CH,"Chirurgie",51,21,9,11,3333,3.31,"Johannes von Gott Platz 1, 1020 Wien"
903,193,GGH,"Gynäkologie",21,13,8,13,2064,2.11,"Johannes von Gott Platz 1, 1020 Wien"
903,323,IN CCU,"Herz-Intensiv",6,2,1,13,214,4.41,"Johannes von Gott Platz 1, 1020 Wien"
903,323,IN CCU,"Herzstation",16,4,2,9,473,7.03,"Johannes von Gott Platz 1, 1020 Wien"
903,930,AN,"Intensivbetreuung (Anästhesie)",10,21,15,34,18,3.13,"Johannes von Gott Platz 1, 1020 Wien"
903,570,IN NEU,"Intensivbetreuung (Neurologie)",7,3,2,6,507,3.51,"Johannes von Gott Platz 1, 1020 Wien"
903,339,IM,"Interne",92,30,10,26,7678,3.52,"Johannes von Gott Platz 1, 1020 Wien"
903,570,NEU,"Neuro Rehabilitation B",6,2,1,9,22,10.86,"Johannes von Gott Platz 1, 1020 Wien"
903,570,NEU,"Neuro Rehabilitation C",9,1,1,3,13,9.27,"Johannes von Gott Platz 1, 1020 Wien"
903,570,NEU,"Neurologie - allgemein",45,20,10,9,1995,4.76,"Johannes von Gott Platz 1, 1020 Wien"
903,930,PAL,"Schmerzstation",8,4,3,3,1066,1.36,"Johannes von Gott Platz 1, 1020 Wien"
903,900,URO,"Urologie",43,16,10,14,3415,3.45,"Johannes von Gott Platz 1, 1020 Wien"
928,NaN,,"All",97,NaN,NaN,NaN,NaN,NaN,"Wielemansgasse 28, 1180 Wien"
928,699,OR,"Orthopädische Abteilung",97,33,24,87,3300,9,"Wielemansgasse 28, 1180 Wien"
943,NaN,,"All",280,NaN,NaN,NaN,NaN,NaN,"Speisinger Straße 109, 1130 Wien"
943,699,OR,"Abteilung für konservative Orthopädie - Prim. Univ. Prof. Dr. Michael Ogon",58,21,13,21,3208,4.7,"Speisinger Straße 109, 1130 Wien"
943,169,CH,"Abteilung für Wirbelsäulenchirurgie - Prim. Univ. Prof. Dr. Michael Ogon",51,23,17,23,3368,3.8,"Speisinger Straße 109, 1130 Wien"
943,340,AG/R,"Akutgeriatrie/Remobilisation",24,5,5,15,469,18.2,"Speisinger Straße 109, 1130 Wien"
943,699,OR,"I. Orthopädische Abteilung - Prim. Univ.-Doz. Dr. Christian Wurnig",45,24,15,20,4363,2.6,"Speisinger Straße 109, 1130 Wien"
943,699,OR,"II. Orthopädische Abteilung - Prim. Univ. Prof. Dr. Martin Dominkus",55,23,15,29,3586,4.2,"Speisinger Straße 109, 1130 Wien"
943,930,AN,"Intensivbetreuung (Anästhesie) - Prim. Univ.Prof. Dr. Gerhard Redl",6,5,5,20,576,1.9,"Speisinger Straße 109, 1130 Wien"
943,699,KI,"Kinderorthopädie und Fußchirurgie - Prim. Doz. Rudolf Ganger, Ph.D.",41,25,16,23,3651,2.4,"Speisinger Straße 109, 1130 Wien"
923,NaN,,"All",94,NaN,NaN,NaN,NaN,NaN,"Apollogasse 19, 1070 Wien"
923,340,AG/R,"Abteilung Akutgeriatrie",94,NaN,NaN,NaN,1200,21,"Apollogasse 19, 1070 Wien"
956,NaN,,"All",978,NaN,NaN,NaN,NaN,NaN,"Langobardenstraße 122, 1220 Wien"
956,339,IM,"1. Medizinische Abteilung",107,42,24,101,4368,8.7,"Langobardenstraße 122, 1220 Wien"
956,339,IM,"2. Medizinische Abteilung",97,31,15,61,8400,4.7,"Langobardenstraße 122, 1220 Wien"
956,339,IM,"3. Medizinische Abteilung",32,15,7,49,1057,10.3,"Langobardenstraße 122, 1220 Wien"
956,930,AN,"Abteilung für Anästhesiologie und Intensivmedizin",12,62,45,85,515,6,"Langobardenstraße 122, 1220 Wien"
956,350,KCH,"Abteilung für Kinder- und Jugendchirurgie",57,25,11,64,4458,3,"Langobardenstraße 122, 1220 Wien"
956,369,KI,"Abteilung für Kinder- und Jugendheilkunde",75,41,23,82,3997,5.4,"Langobardenstraße 122, 1220 Wien"
956,870,STR/RAD,"Abteilung für nuklearmedizinische Diagnostik und Therapie",12,8,7,8,396,6.1,"Langobardenstraße 122, 1220 Wien"
956,166,UC,"Abteilung für Unfallchirurgie und Sporttraumatologie",95,50,26,98,4638,8.2,"Langobardenstraße 122, 1220 Wien"
956,900,URO,"Abteilung für Urologie und Andrologie",32,13,9,24,2237,5.1,"Langobardenstraße 122, 1220 Wien"
956,166,UC,"Aufnahmestation/Notfallsambulanz",12,10,4,23,709,2,"Langobardenstraße 122, 1220 Wien"
956,120,AU,"Augenabteilung",26,16,10,23,4604,3.1,"Langobardenstraße 122, 1220 Wien"
956,169,CH,"Chirurgische Abteilung",71,31,11,41,3588,6,"Langobardenstraße 122, 1220 Wien"
956,250,DER,"Dermatologische Abteilung",32,16,9,22,1278,8.2,"Langobardenstraße 122, 1220 Wien"
956,199,GGH,"Gynäkologische und Geburtshilfliche Abteilung",64,28,15,52,4713,4.7,"Langobardenstraße 122, 1220 Wien"
956,220,HNO,"Hals-, Nasen-, Ohren-Abteilung",32,14,7,23,2323,5,"Langobardenstraße 122, 1220 Wien"
956,510,ZMK,"Kompetenzzentrum für Mund-, Kiefer- und Gesichtschirurgie und Jugendzahnheilkunde",4,13,13,5,550,1.9,"Langobardenstraße 122, 1220 Wien"
956,540,NC,"Neurochirurgische Abteilung",32,14,8,20,1139,7.7,"Langobardenstraße 122, 1220 Wien"
956,570,NEU,"Neurologische Abteilung mit Department Akutgeriatrie",52,23,13,35,1277,9.7,"Langobardenstraße 122, 1220 Wien"
956,699,OR,"Orthopädische Abteilung",52,19,11,36,2468,7.6,"Langobardenstraße 122, 1220 Wien"
956,829,PSY,"Psychiatrische Abteilung",81,19,11,54,1113,19.8,"Langobardenstraße 122, 1220 Wien"
952,NaN,,"All",119,NaN,NaN,NaN,NaN,NaN,"Kinderspitalgasse 6, 1090 Wien"
952,369,KI,"Allgemein-Pädiatrische Station 3A",20,NaN,NaN,NaN,1042,3.3,"Kinderspitalgasse 6, 1090 Wien"
952,369,KI,"Allgemein-Pädiatrische Station 4B",16,NaN,NaN,NaN,575,3.22,"Kinderspitalgasse 6, 1090 Wien"
952,369,KI,"Allgemein-Pädiatrische und HNO-Station 3B",18,NaN,NaN,NaN,2007,1.2,"Kinderspitalgasse 6, 1090 Wien"
952,369,IM,"Hämato-Onkologische Station 2A",11,NaN,NaN,NaN,975,3.17,"Kinderspitalgasse 6, 1090 Wien"
952,369,IM,"Hämato-Onkologische Station 2B",11,NaN,NaN,NaN,983,3.13,"Kinderspitalgasse 6, 1090 Wien"
952,369,AN,"Intensivstation 1B",4,NaN,NaN,NaN,413,1.41,"Kinderspitalgasse 6, 1090 Wien"
952,369,KI,"Säuglingsstation 4A",16,NaN,NaN,NaN,982,3.35,"Kinderspitalgasse 6, 1090 Wien"
952,369,,"Stammzelltransplantationseinheit Station 1A",10,NaN,NaN,NaN,289,6.54,"Kinderspitalgasse 6, 1090 Wien"
952,369,TK,"Tagesklinik 2A/2B",7,NaN,NaN,NaN,3660,0,"Kinderspitalgasse 6, 1090 Wien"
952,369,TK,"Tagesklinik HOA/SZT",6,NaN,NaN,NaN,1432,0,"Kinderspitalgasse 6, 1090 Wien"
919,NaN,,"All",164,NaN,NaN,NaN,NaN,NaN,"Auhofstraße 189, 1130 Wien"
919,339,IM,"Abteilung für Innere Medizin 1",33,14,7,19,5518,1.8,"Auhofstraße 189, 1130 Wien"
919,339,IM,"Abteilung für Innere Medizin 2",34,10,3,13,1615,5.3,"Auhofstraße 189, 1130 Wien"
919,800,PCH,"Abteilung für Plastische und Rekonstruktive Chirurgie",15,4,3,4,998,1.6,"Auhofstraße 189, 1130 Wien"
919,169,CH,"Chirurgische Abteilung",37,17,8,21,3478,2.2,"Auhofstraße 189, 1130 Wien"
919,196,GGH,"Geburtshilfe - allgemein",24,19,17,26,2241,3.1,"Auhofstraße 189, 1130 Wien"
919,199,GGH,"Gynäkologie & Geburtshilfe",17,19,17,45,1940,3,"Auhofstraße 189, 1130 Wien"
919,930,IN GEM,"Intensivstation (interdisziplinär)",4,13,11,15,474,2,"Auhofstraße 189, 1130 Wien"
920,NaN,,"All",174,NaN,NaN,NaN,NaN,NaN,"Kundratstraße 37, 1120 Wien"
920,166,UC,"Unfallchirurgie",174,NaN,NaN,93,6879,NaN,"Kundratstraße 37, 1120 Wien"
105,NaN,,"All",120,NaN,NaN,NaN,NaN,NaN,"Hauptplatz 3, 2421 Kittsee"
105,169,CH,"Chirurgie",34,12,6,22,1786,4.3,"Hauptplatz 3, 2421 Kittsee"
105,930,IN AN,"Intensivbetreuung (Anästhesie)",6,8,8,14,200,5.71,"Hauptplatz 3, 2421 Kittsee"
105,339,IM,"Interne Abteilung",61,17,5,39,3081,5.41,"Hauptplatz 3, 2421 Kittsee"
105,930,TK GEM,"Tagesklinik (Interdisziplinärer Bereich)",19,1,1,7,1710,NaN,"Hauptplatz 3, 2421 Kittsee"
216,NaN,,"All",663,NaN,NaN,NaN,NaN,NaN,"Nikolaigasse 43, 9500 Villach"
216,169,CH,"Allgemein- und Gefäßchirurgie",96,6,3,31,3728,5.1,"Nikolaigasse 43, 9500 Villach"
216,930,AN,"Anästhesie und Intensivmedizin",12,8,6,31,346,6.1,"Nikolaigasse 43, 9500 Villach"
216,199,GGH,"Gynäkologie und Geburtshilfe",71,6,2,27,3792,3,"Nikolaigasse 43, 9500 Villach"
216,369,KI,"Kinder- und Jugendheilkunde",48,10,5,17,4419,2.1,"Nikolaigasse 43, 9500 Villach"
216,340,AG/R,"Medizinisch-Geriatrische Abteilung",30,9,3,24,564,10.6,"Nikolaigasse 43, 9500 Villach"
216,339,IM,"Medizinische Abteilung",236,12,6,84,12829,3.4,"Nikolaigasse 43, 9500 Villach"
216,570,NEU,"Neurologie",52,5,3,20,2374,4.6,"Nikolaigasse 43, 9500 Villach"
216,699,OR,"Orthopädische Abteilung",21,2,NaN,11,913,4.2,"Nikolaigasse 43, 9500 Villach"
216,829,PSY,"Psychiatrie und Psychotherapeutische Medizin",4,1,1,1,39,10.4,"Nikolaigasse 43, 9500 Villach"
216,166,UC,"Unfallchirurgie",83,5,2,34,3410,4.3,"Nikolaigasse 43, 9500 Villach"
205,NaN,,"All",1373,NaN,NaN,NaN,NaN,NaN,"Feschnigstraße 11, 9020 Klagenfurt"
205,339,IM,"1.Med.Abt.- Stat.Bereich (K)",86,28,11,90,4005,4.9,"Feschnigstraße 11, 9020 Klagenfurt"
205,339,IM,"2.Med.Abt.- Stat.Bereich (K)",61,62,31,50,2482,5.75,"Feschnigstraße 11, 9020 Klagenfurt"
205,339,IN IM,"2.Med.Abt.-Intensiv (K)",7,NaN,NaN,NaN,NaN,NaN,"Feschnigstraße 11, 9020 Klagenfurt"
205,339,TK CH,"2.Med.Abt.-TK-chir (K)",1,NaN,NaN,NaN,NaN,NaN,"Feschnigstraße 11, 9020 Klagenfurt"
205,340,AG/R,"Akutgeriatrie/Remo- Stat.Bereich (K)",90,13,7,35,1257,14.3,"Feschnigstraße 11, 9020 Klagenfurt"
205,930,AN,"Anästhesie- Stat.Bereich (K)",34,66,44,195,1257,5.7,"Feschnigstraße 11, 9020 Klagenfurt"
205,930,IN AN,"Anästhesie-Intermed.Care 2 (K)",5,NaN,NaN,NaN,NaN,NaN,"Feschnigstraße 11, 9020 Klagenfurt"
205,120,AU,"Augenabt.- Stat.Bereich (K)",31,21,10,32,2288,2,"Feschnigstraße 11, 9020 Klagenfurt"
205,120,TK AU,"Augenabt.-TK-chir (K)",9,NaN,NaN,NaN,NaN,NaN,"Feschnigstraße 11, 9020 Klagenfurt"
205,169,CH,"Chirurgie- Stat.Bereich (K)",37,15,10,32,1598,5.1,"Feschnigstraße 11, 9020 Klagenfurt"
205,250,DER,"Dermatolog.Abt.- Stat.Bereich (K)",47,16,8,27,1485,5.4,"Feschnigstraße 11, 9020 Klagenfurt"
205,199,TK GGH,"Geb.Gyn. Abt.-TK-ELKI (K)",1,NaN,NaN,NaN,NaN,NaN,"Feschnigstraße 11, 9020 Klagenfurt"
205,199,GGH,"Gyn.Abt/Perinatalz.- Stat.Bereich (K)",32,23,11,26,1471,3.2,"Feschnigstraße 11, 9020 Klagenfurt"
205,220,HNO,"Hals-,Nasen-,Ohrenabt.- Stat.Bereich (K)",61,16,10,48,3267,2.9,"Feschnigstraße 11, 9020 Klagenfurt"
205,163,IM,"Herz,Thorax,Gefäßchir.- Stat.Bereich (K)",59,14,8,36,1329,5.3,"Feschnigstraße 11, 9020 Klagenfurt"
205,319,IM,"ID- SchmTh,Onko,Palliativ- Stat.Ber (K)",16,NaN,NaN,NaN,277,12.1,"Feschnigstraße 11, 9020 Klagenfurt"
205,369,IN KI,"Kdr.& Jgdheilkunde- Int.- Blumenw. (K)",8,NaN,NaN,NaN,NaN,NaN,"Feschnigstraße 11, 9020 Klagenfurt"
205,369,KI,"Kdr.& Jgdheilkunde- Neo.u.Früh.Überw(K)",5,NaN,NaN,NaN,NaN,NaN,"Feschnigstraße 11, 9020 Klagenfurt"
205,369,KI,"Kdr.& Jgdheilkunde- Neu.u.FrühG.Beh.(K)",9,NaN,NaN,NaN,NaN,NaN,"Feschnigstraße 11, 9020 Klagenfurt"
205,369,KI,"Kdr.& Jgdheilkunde- Stat.Bereich (K)",52,34,13,101,2568,3.2,"Feschnigstraße 11, 9020 Klagenfurt"
205,350,KCH,"Kinderchirurg.Abt.-TK-ELKI (K)",1,NaN,NaN,NaN,NaN,NaN,"Feschnigstraße 11, 9020 Klagenfurt"
205,332,IM,"Lungenabt.- Stat.Bereich (K)",77,62,31,34,2459,6.4,"Feschnigstraße 11, 9020 Klagenfurt"
205,332,TK IM,"Lungenabt.-TK-chir (K)",1,NaN,NaN,NaN,NaN,NaN,"Feschnigstraße 11, 9020 Klagenfurt"
205,510,ZMK,"Mund,Kiefer,GesChir.- Stat.Bereich (K)",22,15,9,14,1087,3.2,"Feschnigstraße 11, 9020 Klagenfurt"
205,540,NC,"Neurochirurg.Abt.- Stat.Bereich (K)",40,15,9,49,1176,6.6,"Feschnigstraße 11, 9020 Klagenfurt"
205,540,IN NC,"Neurochirurg.Abt.-Intensiv (K)",8,NaN,NaN,NaN,246,6.1,"Feschnigstraße 11, 9020 Klagenfurt"
205,540,TK NC,"Neurochirurg.Abt.-TK (K)",1,NaN,NaN,NaN,NaN,NaN,"Feschnigstraße 11, 9020 Klagenfurt"
205,570,NEU,"Neurolog.Abt.- Frührehab. (K)",14,NaN,NaN,NaN,NaN,NaN,"Feschnigstraße 11, 9020 Klagenfurt"
205,570,NEU,"Neurolog.Abt.- Rehabilitation (K)",8,NaN,NaN,NaN,NaN,NaN,"Feschnigstraße 11, 9020 Klagenfurt"
205,570,NEU,"Neurolog.Abt.- Schlaflabor (IMC 1)(K)",3,NaN,NaN,NaN,355,1,"Feschnigstraße 11, 9020 Klagenfurt"
205,570,NEU,"Neurolog.Abt.- Stat.Bereich (K)",62,23,10,84,1929,7,"Feschnigstraße 11, 9020 Klagenfurt"
205,570,SU,"Neurolog.Abt.- Stroke Unit (IMC 1)(K)",7,NaN,NaN,7,NaN,NaN,"Feschnigstraße 11, 9020 Klagenfurt"
205,570,IN NEU,"Neurolog.Abt.-Intensiv (K)",7,NaN,NaN,NaN,109,13.8,"Feschnigstraße 11, 9020 Klagenfurt"
205,390,KJP,"NPsych.Kds. & Jgd.- Intensiv (K)",5,NaN,NaN,NaN,NaN,NaN,"Feschnigstraße 11, 9020 Klagenfurt"
205,390,KJP,"NPsych.Kds. & Jgd.- Nachtklinik (K)",5,NaN,NaN,NaN,NaN,NaN,"Feschnigstraße 11, 9020 Klagenfurt"
205,390,KJP,"NPsych.Kds. & Jgd.- Rehabilitation (K)",7,NaN,NaN,NaN,12,22.3,"Feschnigstraße 11, 9020 Klagenfurt"
205,390,KJP,"NPsych.Kds. & Jgd.- Stat.Bereich (K)",1,9,5,29,513,13.4,"Feschnigstraße 11, 9020 Klagenfurt"
205,390,TK KJP,"NPsych.Kds. & Jgd.- Tagklinik (K)",2,NaN,NaN,NaN,52,4.8,"Feschnigstraße 11, 9020 Klagenfurt"
205,870,STR/RAD,"Nuklearmed.Abt.- Stat.Bereich (K)",18,10,6,14,722,3.8,"Feschnigstraße 11, 9020 Klagenfurt"
205,699,OR,"Orthopäd.Abt.- Aussenst.Ortho.(K)",33,NaN,NaN,NaN,NaN,NaN,"Feschnigstraße 11, 9020 Klagenfurt"
205,699,OR,"Orthopäd.Abt.- Stat.Bereich (K)",22,12,7,17,889,8.2,"Feschnigstraße 11, 9020 Klagenfurt"
205,699,TK OR,"Orthopäd.Abt.-TK-chir (K)",1,NaN,NaN,NaN,NaN,NaN,"Feschnigstraße 11, 9020 Klagenfurt"
205,800,PCH,"Plast/Ästh/Rekonstr.Chir- Stat.Ber(K)",17,11,6,13,775,4.7,"Feschnigstraße 11, 9020 Klagenfurt"
205,800,TK PCH,"Plast/Ästh/Rekonstr.Chir-TK-chir (K)",1,NaN,NaN,NaN,NaN,NaN,"Feschnigstraße 11, 9020 Klagenfurt"
205,829,PSY,"Psych.& Psychotherap.- Akut Bettst. (K)",116,NaN,NaN,NaN,NaN,NaN,"Feschnigstraße 11, 9020 Klagenfurt"
205,829,PSY,"Psych.& Psychotherap.- Nachtklinik (K)",3,NaN,NaN,NaN,NaN,NaN,"Feschnigstraße 11, 9020 Klagenfurt"
205,829,PSY,"Psych.& Psychotherap.- Stat.Bereich (K)",72,29,16,124,816,15,"Feschnigstraße 11, 9020 Klagenfurt"
205,829,TK PSY,"Psych.& Psychotherap.- Tagklinik (K)",5,NaN,NaN,NaN,NaN,NaN,"Feschnigstraße 11, 9020 Klagenfurt"
205,829,TK PSY,"Psych.& Psychotherap.- TK-Beh. (K)",12,NaN,NaN,NaN,502,4,"Feschnigstraße 11, 9020 Klagenfurt"
205,166,UC,"Unfallchirurg.Abt.- Stat.Bereich (K)",40,17,9,24,1215,8.6,"Feschnigstraße 11, 9020 Klagenfurt"
205,166,TK UC,"Unfallchirurg.Abt.-TK-chir (K)",1,NaN,NaN,NaN,NaN,NaN,"Feschnigstraße 11, 9020 Klagenfurt"
205,900,URO,"Urolog.Abt.- Stat.Bereich (K)",63,14,8,41,2771,4.9,"Feschnigstraße 11, 9020 Klagenfurt"
205,900,TK URO,"Urolog.Abt.-TK-chir (K)",2,NaN,NaN,NaN,NaN,NaN,"Feschnigstraße 11, 9020 Klagenfurt"
205,166,UC,"Zentr. Notfallaufnahme-Stat.Ber. (K)",40,14,5,53,NaN,NaN,"Feschnigstraße 11, 9020 Klagenfurt"
